Date,time,reason,now,req,final,item_name
12/22/2025,12:15:26,auto_outfeed_ok,113.5,60,104.5,KRISCO
12/22/2025,12:25:53,auto_outfeed_ok,104,60,95.5,KRISCO
12/22/2025,12:29:41,auto_in_ok,95.5,180,179.5,KRISCO
12/22/2025,12:35:53,auto_outfeed_ok,179.52,60,170,KRISCO
12/22/2025,12:46:57,auto_outfeed_ok,169.5,60,160,KRISCO
12/22/2025,12:58:12,auto_outfeed_ok,160,60,150.5,KRISCO
12/22/2025,13:09:23,auto_outfeed_ok,150,60,141,KRISCO
12/22/2025,13:20:12,auto_outfeed_ok,140,60,131.5,KRISCO
12/22/2025,13:30:22,auto_outfeed_ok,131.5,60,123,KRISCO
12/22/2025,13:40:49,auto_outfeed_ok,122.5,60,113.5,KRISCO
12/22/2025,13:51:11,auto_outfeed_ok,113.5,60,104.5,KRISCO
12/22/2025,14:01:23,auto_outfeed_ok,104.5,60,95,KRISCO
12/22/2025,14:05:12,auto_in_ok,95.5,180,179.5,KRISCO
12/22/2025,14:11:59,auto_outfeed_ok,179,60,169,KRISCO
12/22/2025,14:23:01,auto_outfeed_ok,169,60,159,KRISCO
12/22/2025,14:34:04,auto_outfeed_ok,158.5,60,149,KRISCO
12/22/2025,14:44:55,auto_outfeed_ok,149,60,139.5,KRISCO
12/22/2025,14:55:49,auto_outfeed_ok,139.5,60,130,KRISCO
12/22/2025,15:06:21,auto_outfeed_ok,130,60,120.5,KRISCO
12/22/2025,15:16:22,auto_outfeed_ok,120.5,60,111.5,KRISCO
12/22/2025,15:26:28,auto_outfeed_ok,111.5,60,102.5,KRISCO
12/22/2025,15:36:26,auto_outfeed_ok,102,60,94,KRISCO
12/22/2025,15:40:19,auto_in_ok,94,180,179.5,KRISCO
12/22/2025,15:46:20,auto_outfeed_ok,179,60,169.5,KRISCO
12/22/2025,15:57:05,auto_outfeed_ok,169,60,160,KRISCO
12/22/2025,16:07:28,auto_outfeed_ok,159.5,60,149.5,KRISCO
12/22/2025,16:18:19,auto_outfeed_ok,149.5,60,140,KRISCO
12/22/2025,16:28:48,auto_outfeed_ok,139.5,60,130.5,KRISCO
12/22/2025,16:39:18,auto_outfeed_ok,130.5,60,121,KRISCO
12/22/2025,16:49:30,auto_outfeed_ok,121,60,111.5,KRISCO
12/22/2025,16:59:39,auto_outfeed_ok,111.5,60,102.5,KRISCO
12/22/2025,17:09:38,auto_outfeed_ok,102.5,60,93.5,KRISCO
12/22/2025,17:13:32,auto_in_ok,93.5,180,179.5,KRISCO
12/22/2025,17:19:30,auto_outfeed_ok,179.5,60,169.5,KRISCO
12/22/2025,17:30:21,auto_outfeed_ok,169.5,60,160.5,KRISCO
12/22/2025,17:40:15,auto_outfeed_ok,160,60,150.5,KRISCO
12/22/2025,17:50:42,auto_outfeed_ok,150.5,60,141,KRISCO
12/22/2025,18:01:05,auto_outfeed_ok,140.5,60,131.5,KRISCO
12/22/2025,18:11:36,auto_outfeed_ok,131.5,60,122,KRISCO
12/22/2025,18:21:50,auto_outfeed_ok,122,60,113.5,KRISCO
12/22/2025,18:31:54,auto_outfeed_ok,113,60,104,KRISCO
12/22/2025,18:41:52,auto_outfeed_ok,104,60,95,KRISCO
12/22/2025,18:45:40,auto_in_ok,95.5,180,179.5,KRISCO
12/22/2025,18:51:38,auto_outfeed_ok,179,60,169.5,KRISCO
12/22/2025,19:02:39,auto_outfeed_ok,169,60,160,KRISCO
12/22/2025,19:13:20,auto_outfeed_ok,159.5,60,150,KRISCO
12/22/2025,19:24:17,auto_outfeed_ok,150,60,140.5,KRISCO
12/22/2025,19:35:09,auto_outfeed_ok,140.5,60,131,KRISCO
12/22/2025,19:45:54,auto_outfeed_ok,131,60,122,KRISCO
12/22/2025,19:56:36,auto_outfeed_ok,122,60,112.5,KRISCO
12/22/2025,20:07:08,auto_outfeed_ok,112.5,60,104,KRISCO
12/22/2025,20:23:37,auto_outfeed_ok,103,60,95,KRISCO
12/22/2025,20:27:26,auto_in_ok,95,180,179,KRISCO
12/22/2025,20:34:05,auto_outfeed_ok,179.5,60,169.5,KRISCO
12/22/2025,20:50:26,auto_outfeed_ok,169.5,60,160,KRISCO
12/22/2025,21:02:46,auto_outfeed_ok,159.5,60,150,KRISCO
12/22/2025,22:04:47,auto_outfeed_ok,149,60,140,KRISCO
12/22/2025,22:13:22,auto_outfeed_ok,140,60,131,KRISCO
12/22/2025,22:21:41,auto_outfeed_ok,131,60,121.5,KRISCO
12/22/2025,22:29:46,auto_outfeed_ok,121,60,112,KRISCO
12/22/2025,22:37:41,auto_outfeed_ok,112.5,60,104,KRISCO
12/22/2025,22:45:49,auto_outfeed_ok,104,60,94,KRISCO
12/22/2025,22:49:40,auto_in_ok,94,180,179.5,KRISCO
12/22/2025,22:54:01,auto_outfeed_ok,179.5,60,169.5,KRISCO
12/22/2025,23:02:23,auto_outfeed_ok,169.5,60,160,KRISCO
12/22/2025,23:10:53,auto_outfeed_ok,159.5,60,150,KRISCO
12/22/2025,23:19:20,auto_outfeed_ok,150,60,140.5,KRISCO
12/22/2025,23:27:26,auto_outfeed_ok,140.5,60,131,KRISCO
12/22/2025,23:35:35,auto_outfeed_ok,131,60,121.5,KRISCO
12/22/2025,23:43:36,auto_outfeed_ok,121.5,60,112,KRISCO
12/22/2025,23:51:38,auto_outfeed_ok,112,60,103,KRISCO
12/22/2025,23:59:06,auto_outfeed_ok,103,60,94,KRISCO
12/23/2025,0:02:57,auto_in_ok,94.5,180,179,KRISCO
12/23/2025,0:06:43,auto_outfeed_ok,179,60,169.5,KRISCO
12/23/2025,0:14:52,auto_outfeed_ok,169.5,60,160,KRISCO
12/23/2025,0:23:09,auto_outfeed_ok,159.5,60,150,KRISCO
12/23/2025,0:31:17,auto_outfeed_ok,150,60,140.5,KRISCO
12/23/2025,0:39:26,auto_outfeed_ok,140.5,60,131,KRISCO
12/23/2025,0:47:38,auto_outfeed_ok,131,60,121.5,KRISCO
12/23/2025,0:55:51,auto_outfeed_ok,121.5,60,111.5,KRISCO
12/23/2025,1:04:02,auto_outfeed_ok,111.5,60,102.5,KRISCO
12/23/2025,1:13:04,auto_outfeed_ok,102.5,60,93,KRISCO
12/23/2025,1:16:58,auto_in_ok,93,180,179,KRISCO
12/23/2025,1:21:06,auto_outfeed_ok,179.5,60,169,KRISCO
12/23/2025,1:29:51,auto_outfeed_ok,168.5,60,158.5,KRISCO
12/23/2025,1:38:23,auto_outfeed_ok,158.5,60,149,KRISCO
12/23/2025,1:46:26,auto_outfeed_ok,149,60,139.5,KRISCO
12/23/2025,1:54:30,auto_outfeed_ok,139,60,129.5,KRISCO
12/23/2025,2:02:43,auto_outfeed_ok,129.5,60,119.5,KRISCO
12/23/2025,2:11:03,auto_outfeed_ok,119,60,110,KRISCO
12/23/2025,2:19:10,auto_outfeed_ok,110.5,60,101,KRISCO
12/23/2025,2:27:09,auto_outfeed_ok,101.4,60,92,KRISCO
12/23/2025,2:31:05,auto_in_ok,92,180,179.5,KRISCO
12/23/2025,2:34:39,auto_outfeed_ok,179.5,60,170,KRISCO
12/23/2025,2:42:54,auto_outfeed_ok,169,60,159.5,KRISCO
12/23/2025,2:51:19,auto_outfeed_ok,159,60,150,KRISCO
12/23/2025,2:59:54,auto_outfeed_ok,149.5,60,139.5,KRISCO
12/23/2025,3:08:26,auto_outfeed_ok,139.5,60,130,KRISCO
12/23/2025,3:16:40,auto_outfeed_ok,129,60,120,KRISCO
12/23/2025,3:24:56,auto_outfeed_ok,120,60,110.5,KRISCO
12/23/2025,3:33:12,auto_outfeed_ok,110,60,101,KRISCO
12/23/2025,3:40:38,auto_outfeed_ok,101,60,92.5,KRISCO
12/23/2025,3:44:34,auto_in_ok,92.58,180,179.5,KRISCO
12/23/2025,3:48:20,auto_outfeed_ok,179.5,60,169,KRISCO
12/23/2025,3:56:40,auto_outfeed_ok,169.5,60,159.5,KRISCO
12/23/2025,4:04:46,auto_outfeed_ok,159.5,60,150,KRISCO
12/23/2025,4:12:47,auto_outfeed_ok,149.5,60,140,KRISCO
12/23/2025,4:20:55,auto_outfeed_ok,140,60,131,KRISCO
12/23/2025,4:28:46,auto_outfeed_ok,131,60,121.5,KRISCO
12/23/2025,4:38:15,auto_outfeed_ok,121.5,60,112,KRISCO
12/23/2025,4:46:19,auto_outfeed_ok,112.5,60,101.5,KRISCO
12/23/2025,4:54:52,auto_outfeed_ok,101.5,60,93,KRISCO
12/23/2025,4:58:47,auto_in_ok,93,180,179.5,KRISCO
12/23/2025,5:01:56,auto_outfeed_ok,179.5,60,170,KRISCO
12/23/2025,5:09:45,auto_outfeed_ok,170,60,160,KRISCO
12/23/2025,5:18:44,auto_outfeed_ok,159.5,60,150.5,KRISCO
12/23/2025,5:26:24,auto_outfeed_ok,150,60,140.5,KRISCO
12/23/2025,5:34:14,auto_outfeed_ok,140.5,60,131,KRISCO
12/23/2025,5:41:52,auto_outfeed_ok,131,60,122,KRISCO
12/23/2025,5:49:17,auto_outfeed_ok,122,60,113.5,KRISCO
12/23/2025,5:56:30,auto_outfeed_ok,113.5,60,104.5,KRISCO
12/23/2025,6:03:53,auto_outfeed_ok,104.5,60,95.5,KRISCO
12/23/2025,6:07:39,auto_in_ok,95.5,180,179,KRISCO
12/23/2025,6:11:10,auto_outfeed_ok,179,60,169.5,KRISCO
12/23/2025,6:19:23,auto_outfeed_ok,169.5,60,159.5,KRISCO
12/23/2025,6:27:19,auto_outfeed_ok,159.5,60,149.5,KRISCO
12/23/2025,6:35:24,auto_outfeed_ok,149.5,60,140,KRISCO
12/23/2025,6:42:50,auto_outfeed_ok,140,60,131.5,KRISCO
12/23/2025,6:50:20,auto_outfeed_ok,131.5,60,122,KRISCO
12/23/2025,6:58:14,auto_outfeed_ok,122,60,113,KRISCO
12/23/2025,7:05:22,auto_outfeed_ok,113,60,104,KRISCO
12/23/2025,7:12:36,auto_outfeed_ok,104.5,60,95.5,KRISCO
12/23/2025,7:16:22,auto_in_ok,95.5,180,179.5,KRISCO
12/23/2025,7:19:40,auto_outfeed_ok,179,60,169,KRISCO
12/23/2025,7:28:20,auto_outfeed_ok,169,60,159,KRISCO
12/23/2025,7:36:21,auto_outfeed_ok,159,60,149.5,KRISCO
12/23/2025,7:43:56,auto_outfeed_ok,149.5,60,140,KRISCO
12/23/2025,7:51:36,auto_outfeed_ok,140,60,131.5,KRISCO
12/23/2025,7:59:05,auto_outfeed_ok,131,60,122,KRISCO
12/23/2025,8:06:00,auto_outfeed_ok,122.5,60,114,KRISCO
12/23/2025,8:12:56,auto_outfeed_ok,114,60,105,KRISCO
12/23/2025,8:20:28,auto_outfeed_ok,105,60,96,KRISCO
12/23/2025,8:24:14,auto_in_ok,96,180,179.5,KRISCO
12/23/2025,8:27:39,auto_outfeed_ok,179,60,169.5,KRISCO
12/23/2025,8:35:40,auto_outfeed_ok,169,60,159.5,KRISCO
12/23/2025,8:43:25,auto_outfeed_ok,159.5,60,150,KRISCO
12/23/2025,8:50:50,auto_outfeed_ok,150,60,140.5,KRISCO
12/23/2025,8:58:12,auto_outfeed_ok,140.5,60,131.5,KRISCO
12/23/2025,9:05:26,auto_outfeed_ok,131,60,121.5,KRISCO
12/23/2025,9:12:55,auto_outfeed_ok,121.5,60,112.5,KRISCO
12/23/2025,9:20:18,auto_outfeed_ok,112.5,60,103.5,KRISCO
12/23/2025,9:27:13,auto_outfeed_ok,103.5,60,95,KRISCO
12/23/2025,9:31:01,auto_in_ok,95,180,179,KRISCO
12/23/2025,9:33:58,auto_outfeed_ok,179,60,169.5,KRISCO
12/23/2025,9:41:06,auto_outfeed_ok,169,60,160,KRISCO
12/23/2025,9:48:31,auto_outfeed_ok,160,60,150,KRISCO
12/23/2025,9:55:51,auto_outfeed_ok,150,60,140,KRISCO
12/23/2025,10:03:31,auto_outfeed_ok,140,60,130,KRISCO
12/23/2025,10:10:37,auto_outfeed_ok,130.5,60,121.5,KRISCO
12/23/2025,10:17:36,auto_outfeed_ok,121,60,112,KRISCO
12/23/2025,10:24:46,auto_outfeed_ok,112,60,102.5,KRISCO
12/23/2025,10:31:59,auto_outfeed_ok,102,60,93.5,KRISCO
12/23/2025,10:35:51,auto_in_ok,93,180,179.5,KRISCO
12/23/2025,10:38:55,auto_outfeed_ok,179,60,169.5,KRISCO
12/23/2025,10:46:25,auto_outfeed_ok,169,60,159.5,KRISCO
12/23/2025,10:53:47,auto_outfeed_ok,159,60,149.5,KRISCO
12/23/2025,11:01:24,auto_outfeed_ok,149,60,140.5,KRISCO
12/23/2025,11:08:26,auto_outfeed_ok,140,60,131,KRISCO
12/23/2025,11:15:18,auto_outfeed_ok,131,60,122,KRISCO
12/23/2025,11:22:28,auto_outfeed_ok,121.5,60,113,KRISCO
12/23/2025,11:29:12,auto_outfeed_ok,113,60,103.5,KRISCO
12/23/2025,11:36:18,auto_outfeed_ok,103.5,60,95,KRISCO
12/23/2025,11:40:07,auto_in_ok,95,180,179.5,KRISCO
12/23/2025,11:43:15,auto_outfeed_ok,179.5,60,169,KRISCO
12/23/2025,11:51:14,auto_outfeed_ok,169,60,159,KRISCO
12/23/2025,11:58:31,auto_outfeed_ok,159,60,149,KRISCO
12/23/2025,12:05:52,auto_outfeed_ok,149,60,139,KRISCO
12/23/2025,12:13:12,auto_outfeed_ok,139.5,60,129.5,KRISCO
12/23/2025,12:20:36,auto_outfeed_ok,129.5,60,120.5,KRISCO
12/23/2025,12:27:38,auto_outfeed_ok,120,60,111,KRISCO
12/23/2025,12:34:36,auto_outfeed_ok,111,60,101.5,KRISCO
12/23/2025,12:41:27,auto_outfeed_ok,101.5,60,93,KRISCO
12/23/2025,12:45:22,auto_in_ok,93,180,179.5,KRISCO
12/23/2025,12:48:08,auto_outfeed_ok,179.5,60,169,KRISCO
12/23/2025,12:56:07,auto_outfeed_ok,168.5,60,159,KRISCO
12/23/2025,13:03:13,auto_outfeed_ok,158,60,149,KRISCO
12/23/2025,13:10:31,auto_outfeed_ok,149,60,139,KRISCO
12/23/2025,13:17:47,auto_outfeed_ok,139,60,129.5,KRISCO
12/23/2025,13:25:00,auto_outfeed_ok,129.5,60,119.5,KRISCO
12/23/2025,13:32:03,auto_outfeed_ok,119.5,60,110.5,KRISCO
12/23/2025,13:38:40,auto_outfeed_ok,110.5,60,100,KRISCO
12/23/2025,13:42:18,auto_in_ok,100.5,180,179.5,KRISCO
12/23/2025,13:45:46,auto_outfeed_ok,179,60,169,KRISCO
12/23/2025,13:53:23,auto_outfeed_ok,168.5,60,158.5,KRISCO
12/23/2025,14:01:03,auto_outfeed_ok,158,60,148.5,KRISCO
12/23/2025,14:08:08,auto_outfeed_ok,148,60,138,KRISCO
12/23/2025,14:15:33,auto_outfeed_ok,138,60,128,KRISCO
12/23/2025,14:22:40,auto_outfeed_ok,128,60,118.5,KRISCO
12/23/2025,14:29:27,auto_outfeed_ok,118,60,108.5,KRISCO
12/23/2025,14:36:38,auto_outfeed_ok,108.5,60,98,KRISCO
12/23/2025,14:40:21,auto_in_ok,98,180,179.5,KRISCO
12/23/2025,14:43:59,auto_outfeed_ok,179,60,168.5,KRISCO
12/23/2025,14:51:43,auto_outfeed_ok,168,60,157.5,KRISCO
12/23/2025,14:59:09,auto_outfeed_ok,157.5,60,147,KRISCO
12/23/2025,15:06:37,auto_outfeed_ok,146.5,60,137,KRISCO
12/23/2025,15:13:36,auto_outfeed_ok,137,60,126.5,KRISCO
12/23/2025,15:21:10,auto_outfeed_ok,126,60,116,KRISCO
12/23/2025,15:28:08,auto_outfeed_ok,116,60,106.5,KRISCO
12/23/2025,15:34:52,auto_outfeed_ok,106.5,60,97,KRISCO
12/23/2025,15:38:37,auto_in_ok,97,180,179,KRISCO
12/23/2025,15:41:33,auto_outfeed_ok,179,60,169,KRISCO
12/23/2025,15:48:46,auto_outfeed_ok,168.5,60,158,KRISCO
12/23/2025,15:56:14,auto_outfeed_ok,157.5,60,147.5,KRISCO
12/23/2025,16:03:21,auto_outfeed_ok,147.5,60,137.5,KRISCO
12/23/2025,16:10:27,auto_outfeed_ok,137.5,60,127.5,KRISCO
12/23/2025,16:17:40,auto_outfeed_ok,127.5,60,117.5,KRISCO
12/23/2025,16:24:20,auto_outfeed_ok,117.5,60,107.5,KRISCO
12/23/2025,16:31:15,auto_outfeed_ok,107.5,60,98,KRISCO
12/23/2025,16:34:58,auto_in_ok,98.04,180,179.5,KRISCO
12/23/2025,16:38:09,auto_outfeed_ok,179,60,168,KRISCO
12/23/2025,16:45:47,auto_outfeed_ok,168.5,60,158,KRISCO
12/23/2025,16:53:18,auto_outfeed_ok,158,60,147.5,KRISCO
12/23/2025,17:00:31,auto_outfeed_ok,147,60,137.5,KRISCO
12/23/2025,17:07:39,auto_outfeed_ok,137.5,60,127,KRISCO
12/23/2025,17:15:01,auto_outfeed_ok,127,60,117.5,KRISCO
12/23/2025,17:22:05,auto_outfeed_ok,117.5,60,107.5,KRISCO
12/23/2025,17:29:09,auto_outfeed_ok,107.5,60,98,KRISCO
12/23/2025,17:32:53,auto_in_ok,98,180,179.5,KRISCO
12/23/2025,17:36:03,auto_outfeed_ok,179.5,60,169,KRISCO
12/23/2025,17:43:28,auto_outfeed_ok,169,60,159,KRISCO
12/23/2025,17:51:02,auto_outfeed_ok,159,60,148.5,KRISCO
12/23/2025,17:58:36,auto_outfeed_ok,148.5,60,138.5,KRISCO
12/23/2025,18:06:06,auto_outfeed_ok,138,60,128.5,KRISCO
12/23/2025,18:13:35,auto_outfeed_ok,128,60,118.5,KRISCO
12/23/2025,18:21:05,auto_outfeed_ok,118,60,108.5,KRISCO
12/23/2025,18:28:11,auto_outfeed_ok,108.5,60,99.5,KRISCO
12/23/2025,18:31:51,auto_in_ok,99,180,179.5,KRISCO
12/23/2025,18:35:05,auto_outfeed_ok,179.5,60,168.5,KRISCO
12/23/2025,18:43:14,auto_outfeed_ok,168.5,60,158.5,KRISCO
12/23/2025,18:50:43,auto_outfeed_ok,158,60,148,KRISCO
12/23/2025,18:58:33,auto_outfeed_ok,147.5,60,137.5,KRISCO
12/23/2025,19:06:01,auto_outfeed_ok,137.5,60,128,KRISCO
12/23/2025,19:13:16,auto_outfeed_ok,128,60,118.5,KRISCO
12/23/2025,19:20:16,auto_outfeed_ok,118.5,60,109,KRISCO
12/23/2025,19:27:23,auto_outfeed_ok,109,60,100,KRISCO
12/23/2025,19:31:02,auto_in_ok,100,180,179.5,KRISCO
12/23/2025,19:34:20,auto_outfeed_ok,179.5,60,169,KRISCO
12/23/2025,19:41:47,auto_outfeed_ok,169,60,159.5,KRISCO
12/23/2025,19:49:24,auto_outfeed_ok,159,60,149,KRISCO
12/23/2025,19:57:03,auto_outfeed_ok,149,60,139.5,KRISCO
12/23/2025,20:04:36,auto_outfeed_ok,139.5,60,130,KRISCO
12/23/2025,20:12:19,auto_outfeed_ok,130,60,120.5,KRISCO
12/23/2025,20:20:06,auto_outfeed_ok,120,60,110.5,KRISCO
12/23/2025,20:27:59,auto_outfeed_ok,110.5,60,101.5,KRISCO
12/23/2025,20:35:22,auto_outfeed_ok,101,60,92,KRISCO
12/23/2025,20:39:21,auto_in_ok,92,180,179.5,KRISCO
12/23/2025,20:43:11,auto_outfeed_ok,179.5,60,169,KRISCO
12/23/2025,20:51:12,auto_outfeed_ok,169.5,60,160,KRISCO
12/23/2025,20:59:20,auto_outfeed_ok,159.5,60,150,KRISCO
12/23/2025,21:07:41,auto_outfeed_ok,149.5,60,140,KRISCO
12/23/2025,21:15:52,auto_outfeed_ok,140,60,130.5,KRISCO
12/25/2025,21:10:18,remote_outfeed_halt,131.5,60,131.5,KRISCO
12/29/2025,4:31:46,auto_in_ok,132,180,332,KRISCO
12/29/2025,4:51:08,auto_in_ok,132,180,331,KRISCO
12/29/2025,5:49:52,auto_outfeed_ok,131,60,80,KRISCO
12/29/2025,5:54:20,auto_in_ok,80,180,179.5,KRISCO
12/29/2025,22:17:37,auto_outfeed_ok,162.5,60,153,KRISCO
12/29/2025,22:29:06,auto_outfeed_ok,153,60,143,KRISCO
12/29/2025,22:40:10,auto_outfeed_ok,143,60,133.5,KRISCO
12/29/2025,22:51:10,auto_outfeed_ok,133.5,60,124,KRISCO
12/29/2025,23:01:51,auto_outfeed_ok,124,60,114.5,KRISCO
12/29/2025,23:12:19,auto_outfeed_ok,114.5,60,105.5,KRISCO
12/29/2025,23:22:06,auto_outfeed_ok,105.5,60,96,KRISCO
12/29/2025,23:25:53,auto_in_ok,96,180,179.5,KRISCO
12/29/2025,23:32:15,auto_outfeed_ok,179.5,60,169.5,KRISCO
12/29/2025,23:44:13,auto_outfeed_ok,169.5,60,159,KRISCO
12/29/2025,23:56:04,auto_outfeed_ok,159,60,149,KRISCO
12/30/2025,0:07:27,auto_outfeed_ok,149,60,139,KRISCO
12/30/2025,0:18:30,auto_outfeed_ok,139,60,129,KRISCO
12/30/2025,0:29:59,auto_outfeed_ok,129,60,119.5,KRISCO
12/30/2025,0:41:07,auto_outfeed_ok,119,60,109,KRISCO
12/30/2025,0:52:52,auto_outfeed_ok,109,60,100,KRISCO
12/30/2025,0:56:28,auto_in_ok,100,180,179.5,KRISCO
12/30/2025,1:03:09,auto_outfeed_ok,179,60,168.5,KRISCO
12/30/2025,1:15:41,auto_outfeed_ok,168.5,60,159,KRISCO
12/30/2025,1:26:53,auto_outfeed_ok,158.5,60,148,KRISCO
12/30/2025,1:39:10,auto_outfeed_ok,148,60,137.5,KRISCO
12/30/2025,1:51:09,auto_outfeed_ok,137.5,60,127.5,KRISCO
12/30/2025,2:02:58,auto_outfeed_ok,127.5,60,117.5,KRISCO
12/30/2025,2:14:48,auto_outfeed_ok,117.5,60,107,KRISCO
12/30/2025,2:26:42,auto_outfeed_ok,107.5,60,98,KRISCO
12/30/2025,2:30:23,auto_in_ok,98,180,179.5,KRISCO
12/30/2025,2:37:14,auto_outfeed_ok,179,60,169.5,KRISCO
12/30/2025,2:48:38,auto_outfeed_ok,169.5,60,159,KRISCO
12/30/2025,3:00:45,auto_outfeed_ok,158.5,60,149.5,KRISCO
12/30/2025,3:11:59,auto_outfeed_ok,149.5,60,139.5,KRISCO
12/30/2025,3:23:29,auto_outfeed_ok,139,60,130,KRISCO
12/30/2025,3:34:36,auto_outfeed_ok,130,60,121,KRISCO
12/30/2025,3:45:34,auto_outfeed_ok,120.5,60,111,KRISCO
12/30/2025,3:57:12,auto_outfeed_ok,111,60,101,KRISCO
12/30/2025,4:08:53,auto_outfeed_ok,101,60,92,KRISCO
12/30/2025,4:12:45,auto_in_ok,92,180,179,KRISCO
12/30/2025,4:19:10,auto_outfeed_ok,179,60,169.5,KRISCO
12/30/2025,4:30:26,auto_outfeed_ok,169,60,159,KRISCO
12/30/2025,4:42:44,auto_outfeed_ok,158.5,60,148.5,KRISCO
12/30/2025,4:54:45,auto_outfeed_ok,148.5,60,139,KRISCO
12/30/2025,5:05:19,auto_outfeed_ok,139,60,129,KRISCO
12/30/2025,6:17:20,auto_outfeed_ok,128.5,60,120,KRISCO
12/30/2025,6:28:37,auto_outfeed_ok,120,60,111,KRISCO
12/30/2025,6:40:07,auto_outfeed_ok,111,60,102.5,KRISCO
12/30/2025,6:51:56,auto_outfeed_ok,102,60,93.5,KRISCO
12/30/2025,6:55:49,auto_in_ok,93.5,180,179.5,KRISCO
12/30/2025,7:03:04,auto_outfeed_ok,179,60,169.5,KRISCO
12/30/2025,7:15:40,auto_outfeed_ok,169,60,159.5,KRISCO
12/30/2025,7:27:31,auto_outfeed_ok,159.5,60,150,KRISCO
12/30/2025,7:39:32,auto_outfeed_ok,150,60,141,KRISCO
12/30/2025,7:51:28,auto_outfeed_ok,141,60,132,KRISCO
12/30/2025,8:03:20,auto_outfeed_ok,131.5,60,123,KRISCO
12/30/2025,8:14:55,auto_outfeed_ok,123,60,114,KRISCO
12/30/2025,8:26:02,auto_outfeed_ok,114,60,105,KRISCO
12/30/2025,8:37:16,auto_outfeed_ok,105,60,96,KRISCO
12/30/2025,8:41:01,auto_in_ok,96,180,179,KRISCO
12/30/2025,8:48:21,auto_outfeed_ok,179,60,169.5,KRISCO
12/30/2025,9:00:13,auto_outfeed_ok,169,60,160,KRISCO
12/30/2025,9:12:18,auto_outfeed_ok,159,60,150,KRISCO
12/30/2025,9:24:10,auto_outfeed_ok,149.5,60,140.5,KRISCO
12/30/2025,9:35:47,auto_outfeed_ok,140,60,131,KRISCO
12/30/2025,9:47:10,auto_outfeed_ok,131,60,122,KRISCO
12/30/2025,9:58:17,auto_outfeed_ok,121.5,60,112.5,KRISCO
12/30/2025,10:09:34,auto_outfeed_ok,112.5,60,103.5,KRISCO
12/30/2025,10:20:24,auto_outfeed_ok,103.5,60,95,KRISCO
12/30/2025,10:24:13,auto_in_ok,95,180,179.5,KRISCO
12/30/2025,10:30:58,auto_outfeed_ok,179,60,169.5,KRISCO
12/30/2025,10:42:21,auto_outfeed_ok,169,60,159.5,KRISCO
12/30/2025,10:53:45,auto_outfeed_ok,159,60,149.5,KRISCO
12/30/2025,11:04:58,auto_outfeed_ok,149.5,60,140,KRISCO
12/30/2025,11:15:45,auto_outfeed_ok,140,60,130.5,KRISCO
12/30/2025,11:26:22,auto_outfeed_ok,130.5,60,121.5,KRISCO
12/30/2025,11:36:48,auto_outfeed_ok,121,60,112.5,KRISCO
12/30/2025,11:46:55,auto_outfeed_ok,112.5,60,103.5,KRISCO
12/30/2025,11:57:01,auto_outfeed_ok,103.5,60,94.5,KRISCO
12/30/2025,12:00:51,auto_in_ok,94.5,180,179.5,KRISCO
12/30/2025,12:07:09,auto_outfeed_ok,179,60,169,KRISCO
12/30/2025,12:18:25,auto_outfeed_ok,168.5,60,158.5,KRISCO
12/30/2025,12:29:24,auto_outfeed_ok,158.5,60,149,KRISCO
12/30/2025,12:40:14,auto_outfeed_ok,148.5,60,139,KRISCO
12/30/2025,12:51:01,auto_outfeed_ok,139,60,129.5,KRISCO
12/30/2025,13:01:29,auto_outfeed_ok,129.5,60,120.5,KRISCO
12/30/2025,13:12:08,auto_outfeed_ok,120,60,111.5,KRISCO
12/30/2025,13:22:19,auto_outfeed_ok,111,60,102,KRISCO
12/30/2025,13:32:22,auto_outfeed_ok,102,60,93,KRISCO
12/30/2025,13:36:15,auto_in_ok,93,180,179.5,KRISCO
12/30/2025,13:42:18,auto_outfeed_ok,179,60,169.5,KRISCO
12/30/2025,13:53:06,auto_outfeed_ok,169,60,159.5,KRISCO
12/30/2025,14:04:01,auto_outfeed_ok,159,60,149.5,KRISCO
12/30/2025,14:14:50,auto_outfeed_ok,149.5,60,139.5,KRISCO
12/30/2025,14:25:32,auto_outfeed_ok,139.5,60,130,KRISCO
12/30/2025,14:36:04,auto_outfeed_ok,130,60,120,KRISCO
12/30/2025,14:46:27,auto_outfeed_ok,120.5,60,111,KRISCO
12/30/2025,14:57:00,auto_outfeed_ok,111,60,101.5,KRISCO
12/30/2025,15:07:08,auto_outfeed_ok,101.5,60,92,KRISCO
12/30/2025,15:11:06,auto_in_ok,92,180,179.5,KRISCO
12/30/2025,15:16:53,auto_outfeed_ok,179,60,169.5,KRISCO
12/30/2025,15:27:12,auto_outfeed_ok,169,60,159,KRISCO
12/30/2025,15:37:41,auto_outfeed_ok,159,60,149,KRISCO
12/30/2025,15:48:38,auto_outfeed_ok,148.5,60,139.5,KRISCO
12/30/2025,15:58:43,auto_outfeed_ok,139,60,129.5,KRISCO
12/30/2025,16:08:52,auto_outfeed_ok,129.5,60,120.5,KRISCO
12/30/2025,16:18:55,auto_outfeed_ok,120,60,111,KRISCO
12/30/2025,16:29:07,auto_outfeed_ok,111,60,101.5,KRISCO
12/30/2025,16:39:31,auto_outfeed_ok,101,60,92.5,KRISCO
